,video_id,thumnail_url,features
221,teb91xvtCzc,https://i.ytimg.com/vi/teb91xvtCzc/default.jpg,"[[[[0.       0.       0.       ... 0.       0.       1.661898]
   [0.       0.       0.       ... 0.       0.       6.866265]
   [0.       0.       0.       ... 0.       0.       0.      ]]

  [[0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       8.986672]]]]"
222,H5pxbzZa-UY,https://i.ytimg.com/vi/H5pxbzZa-UY/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
     80.151405 ]
   [  0.          0.          0.        ...   0.          0.
    104.633865 ]
   [  0.          0.          3.3297682 ...   0.          0.
      0.       ]]

  [[  0.          0.          0.        ...   0.          0.
     80.443184 ]
   [  0.          0.          0.        ...   0.          0.
     97.301186 ]
   [  0.          0.          0.        ...   0.          0.
      3.5543447]]]]"
223,aA3q4V_sfR4,https://i.ytimg.com/vi/aA3q4V_sfR4/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     5.2260756]]

  [[12.340723   0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     1.1997578]
   [ 0.         0.         0.        ...  0.         0.
    21.516958 ]]]]"
224,4YzvpF5Owfc,https://i.ytimg.com/vi/4YzvpF5Owfc/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
    16.001123 ]
   [ 0.         0.         0.        ...  0.         0.
     3.9745052]
   [ 0.         0.         0.        ...  0.         0.
    24.505327 ]]

  [[ 0.         0.         0.        ...  0.         0.
    29.328747 ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ... 25.543097   0.
     0.       ]]]]"
225,anU4Agy1Fbk,https://i.ytimg.com/vi/anU4Agy1Fbk/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.       13.214209]
   [ 0.        0.        0.       ...  0.        0.       49.29878 ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.       22.880497 ...  0.        0.       25.022917]
   [ 0.        0.        4.01073  ...  0.        0.       52.78529 ]
   [ 0.        0.        0.       ...  0.        0.        8.828415]]]]"
226,xdvwBS8JFjo,https://i.ytimg.com/vi/xdvwBS8JFjo/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
227,nbz4rUpBcIg,https://i.ytimg.com/vi/nbz4rUpBcIg/default.jpg,"[[[[  0.        0.        0.      ...   0.        0.       71.81487]
   [  0.        0.        0.      ...   0.        0.       88.88985]
   [  0.        0.        0.      ...   0.        0.      137.908  ]]

  [[  0.        0.        0.      ...   0.        0.       96.76373]
   [  0.        0.        0.      ...   0.        0.       80.97003]
   [  0.        0.        0.      ...   0.        0.      158.98251]]]]"
228,6KB71UI2iWM,https://i.ytimg.com/vi/6KB71UI2iWM/default.jpg,"[[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
    1.8729210e-02 0.0000000e+00]
   [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
    0.0000000e+00 1.0860798e+01]
   [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
    0.0000000e+00 3.0723410e+01]]

  [[6.1733109e-01 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
    0.0000000e+00 0.0000000e+00]
   [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
    0.0000000e+00 2.9604855e+01]
   [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
    0.0000000e+00 5.5194244e+01]]]]"
229,fLRRStkhcuQ,https://i.ytimg.com/vi/fLRRStkhcuQ/default.jpg,"[[[[0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]]

  [[0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        7.2090874 ... 0.        0.        0.       ]
   [0.        0.        3.9275873 ... 0.        0.        0.       ]]]]"
230,u4DKKDS4k20,https://i.ytimg.com/vi/u4DKKDS4k20/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
231,faHim0aCLZQ,https://i.ytimg.com/vi/faHim0aCLZQ/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     14.167055]]

  [[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     55.567226]
   [  0.         0.         0.       ...   0.         0.
    101.73099 ]]]]"
232,TXCdzqSrah4,https://i.ytimg.com/vi/TXCdzqSrah4/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    24.750334 ]
   [ 0.         0.         2.1063297 ...  0.         0.
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    44.87712  ]
   [ 0.         0.         0.        ...  2.6722763  0.
     0.       ]]]]"
233,3RBolBV-_IU,https://i.ytimg.com/vi/3RBolBV-_IU/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       22.206213]
   [ 0.        0.        0.       ...  0.        0.       23.382025]]

  [[ 0.        0.        0.       ...  0.        0.        0.974751]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       29.176533]]]]"
234,MgdG91aCsPU,https://i.ytimg.com/vi/MgdG91aCsPU/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     2.166308 ]
   [ 0.         0.         0.        ...  0.         0.
     1.7736882]
   [ 0.         0.         0.        ...  0.         0.
     0.8171637]]

  [[ 0.         0.         0.        ...  0.         0.
     4.716269 ]
   [ 0.         0.         4.812291  ...  0.         0.
    66.46294  ]
   [ 0.         0.         0.        ...  0.         0.
    77.28073  ]]]]"
235,nAtCqHJofJk,https://i.ytimg.com/vi/nAtCqHJofJk/default.jpg,"[[[[ 0.        0.        0.       ...  0.       31.75794   0.      ]
   [ 0.        0.        0.       ... 15.463085  0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ... 21.81883  11.149741  0.      ]
   [ 0.        0.        0.       ... 79.078926  0.        0.      ]
   [ 0.        0.        0.       ... 45.978832  0.        0.      ]]]]"
236,C9FBa70w55c,https://i.ytimg.com/vi/C9FBa70w55c/default.jpg,"[[[[ 0.          0.          0.         ...  0.          0.94662213
     0.        ]
   [ 0.          0.          0.         ...  0.          0.
     3.8663497 ]
   [ 0.          0.          0.         ...  0.          0.
    10.936872  ]]

  [[ 0.          0.          0.         ...  0.          0.
     0.        ]
   [ 0.          0.          0.         ...  0.          0.
     0.        ]
   [ 0.          0.          0.         ...  0.          0.
     0.        ]]]]"
237,k8V518nIJyM,https://i.ytimg.com/vi/k8V518nIJyM/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.       19.582542 ...  0.        0.       20.54927 ]
   [ 0.        0.       30.070759 ...  0.        0.       17.897924]]]]"
238,doaD_DXi77s,https://i.ytimg.com/vi/doaD_DXi77s/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     91.14876 ]]

  [[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
      9.703179]
   [  0.         0.         0.       ...   0.         0.
    171.05733 ]]]]"
239,MMgm600_iNo,https://i.ytimg.com/vi/MMgm600_iNo/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
     18.733545 ]
   [  0.          0.          0.        ...   0.          0.
     93.410835 ]
   [  0.          0.          0.        ...   0.          4.5229664
    139.62433  ]]

  [[  1.7029629   0.          0.        ...   0.          0.
     51.83452  ]
   [  0.          0.          0.        ...   0.          0.
    142.29924  ]
   [  0.          0.          0.        ...   0.          0.
    197.10114  ]]]]"
240,d9I_dzq3U2A,https://i.ytimg.com/vi/d9I_dzq3U2A/default.jpg,"[[[[0.         0.         0.         ... 0.         5.926989
    0.        ]
   [0.         0.         0.         ... 0.         0.
    0.        ]
   [0.         0.         0.         ... 0.         0.56224656
    0.        ]]

  [[0.         0.         0.         ... 0.         0.
    0.        ]
   [0.         0.         1.897609   ... 0.         0.
    0.        ]
   [0.         0.         0.         ... 0.         0.
    0.        ]]]]"
241,q1UytQTIECk,https://i.ytimg.com/vi/q1UytQTIECk/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        4.777478  0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [14.264648  0.        0.       ...  0.        0.        0.      ]
   [68.9774   48.820076  0.       ...  0.        0.        0.      ]]]]"
242,vpNUzNBw6FI,https://i.ytimg.com/vi/vpNUzNBw6FI/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         6.4228177
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    67.48223  ]
   [ 0.         0.         0.        ...  0.         0.
    69.40409  ]]]]"
243,E71Lve6zEHg,https://i.ytimg.com/vi/E71Lve6zEHg/default.jpg,"[[[[0.        0.        0.        ... 0.        0.        6.2338033]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]]

  [[0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]]]]"
244,V7lLgDVjYn4,https://i.ytimg.com/vi/V7lLgDVjYn4/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
245,iIFOw2ZjOTI,https://i.ytimg.com/vi/iIFOw2ZjOTI/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     2.5453374]
   [ 0.         0.         0.        ...  0.         0.
    23.845772 ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    42.69793  ]
   [ 0.         0.         0.        ...  0.         0.
    62.090088 ]]]]"
246,zyEv16Fq7f8,https://i.ytimg.com/vi/zyEv16Fq7f8/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     31.684938]
   [  0.         0.         0.       ...   0.         0.
     78.67345 ]]

  [[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     92.55281 ]
   [  0.         0.         0.       ...   0.         0.
    125.72521 ]]]]"
247,ms0L8CwlxRg,https://i.ytimg.com/vi/ms0L8CwlxRg/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         7.822768
     0.       ]
   [ 0.         0.         0.        ...  0.        11.270839
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [17.285221   0.         0.        ...  0.         0.
     0.       ]
   [31.631454   0.         0.        ...  0.         7.2633166
     0.       ]]]]"
248,IFWal8wAvbI,https://i.ytimg.com/vi/IFWal8wAvbI/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.        ...   0.          0.
     23.53213  ]
   [  0.          0.          0.        ...   0.          0.
     79.847595 ]]

  [[  0.          0.          0.        ...   0.          0.
      8.002532 ]
   [  0.          0.          0.        ...   0.          0.
     92.39987  ]
   [  0.          6.2155075   6.8870354 ...   0.          0.
    153.03185  ]]]]"
249,FiI0KRi62uE,https://i.ytimg.com/vi/FiI0KRi62uE/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     2.9153192]
   [ 0.         0.         0.        ...  0.         0.
    16.322523 ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [22.872795   0.         0.        ...  0.         0.
    67.024635 ]
   [ 0.         0.         0.8931608 ...  0.         0.
    72.250046 ]]]]"
250,VRUjdlCynU0,https://i.ytimg.com/vi/VRUjdlCynU0/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     5.9406595]
   [ 0.         0.         0.        ...  0.         0.
    30.289537 ]
   [ 0.         0.         0.        ...  0.         0.
    39.832993 ]]

  [[12.595995   0.        18.47311   ...  0.         0.
    42.297676 ]
   [ 0.         0.         0.        ...  0.         0.
    60.434486 ]
   [ 0.         0.         0.        ...  0.         0.
    46.88245  ]]]]"
251,W6KhutkJRlU,https://i.ytimg.com/vi/W6KhutkJRlU/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     33.596256]
   [  0.         0.         0.       ...   0.         0.
     66.52816 ]]

  [[  0.         0.         0.       ...   0.         0.
     23.319387]
   [  0.         0.         0.       ...   0.         0.
    129.77505 ]
   [  0.         0.         0.       ...   0.         0.
    135.73123 ]]]]"
252,h6X5at6Mmds,https://i.ytimg.com/vi/h6X5at6Mmds/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       15.020476]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.       32.475723]
   [ 0.        0.       16.1645   ...  0.        0.       69.88858 ]
   [ 0.        0.       11.458066 ...  0.        0.       58.649033]]]]"
253,PoC_7spKNok,https://i.ytimg.com/vi/PoC_7spKNok/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     1.3345504]]

  [[ 0.         0.         0.        ... 32.13978    0.
     0.       ]
   [ 0.         0.         0.        ... 78.14769    0.
     0.       ]
   [ 0.         0.         0.        ... 24.018427   0.
    12.338575 ]]]]"
254,ZVpkFb9-fts,https://i.ytimg.com/vi/ZVpkFb9-fts/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       46.055584]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       36.394222]
   [ 0.        0.        0.       ...  0.        0.       71.85959 ]]]]"
255,vabmziwg88U,https://i.ytimg.com/vi/vabmziwg88U/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
      0.      ]
   [  6.396125   0.         0.       ...   0.         0.
      0.      ]]

  [[  0.         0.         0.       ...   0.         0.
      0.      ]
   [105.87434    0.         0.       ...   0.         0.
      0.      ]
   [ 98.96556    0.         0.       ...   0.         0.
      0.      ]]]]"
256,Q6emtEW_QeY,https://i.ytimg.com/vi/Q6emtEW_QeY/default.jpg,"[[[[0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]]

  [[0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        2.7548401]]]]"
257,RgaLUO9FRJk,https://i.ytimg.com/vi/RgaLUO9FRJk/default.jpg,"[[[[0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       7.815446]]

  [[0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       0.      ]]]]"
258,ixLKVjYajMQ,https://i.ytimg.com/vi/ixLKVjYajMQ/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       29.10645 ]
   [ 0.        0.        0.       ...  0.        0.       23.440578]]

  [[ 0.        0.        0.       ...  0.        0.       27.44991 ]
   [ 0.        0.        0.       ...  0.        0.       59.364983]
   [ 0.        0.        0.       ...  0.        0.       67.83509 ]]]]"
259,_e_IT906_ak,https://i.ytimg.com/vi/_e_IT906_ak/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
      0.6863184]
   [  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.        ...   0.          0.
      0.       ]]

  [[ 12.885103    0.         14.150404  ...   0.          0.
     17.47794  ]
   [282.89227     0.         40.738     ...   0.          0.
      0.       ]
   [242.98885     0.         18.464706  ...   0.          0.
      0.       ]]]]"
260,u3-TKuA8k1k,https://i.ytimg.com/vi/u3-TKuA8k1k/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
     71.49429  ]
   [  0.          0.          0.        ...   0.          0.
     50.17166  ]
   [  0.          0.          0.        ...   0.          6.9952974
     23.540192 ]]

  [[  0.          0.          0.        ...   0.          0.
    158.49309  ]
   [  0.          0.          0.        ...   0.          0.
    120.74809  ]
   [  0.          0.          0.        ...   1.7087524   0.
     41.220238 ]]]]"
261,ep63_TfYKh4,https://i.ytimg.com/vi/ep63_TfYKh4/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       43.851166]
   [ 0.        0.        0.       ...  0.        0.       58.82639 ]]

  [[ 0.       23.924126  0.       ...  0.        0.       53.906178]
   [ 0.        0.        0.       ...  0.        0.       85.523285]
   [ 0.        0.        0.       ...  0.        0.       81.67766 ]]]]"
262,lG3LFY8xdXE,https://i.ytimg.com/vi/lG3LFY8xdXE/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        7.387487]
   [ 0.        0.        0.       ...  0.        0.       37.845196]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ... 22.13907   0.       44.225784]
   [ 0.        0.        0.       ... 49.64467   0.       50.88224 ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
263,QPSvkGzjItA,https://i.ytimg.com/vi/QPSvkGzjItA/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.        ...   0.          0.
     66.64892  ]
   [  0.          0.          0.        ...   0.          0.
     53.599174 ]]

  [[  0.          0.          0.        ...   0.          0.1288997
      0.       ]
   [  0.          0.          0.        ...   0.          0.
    109.47907  ]
   [  0.          0.          0.        ...   0.          0.
     68.12833  ]]]]"
264,NQcwgZbgLj4,https://i.ytimg.com/vi/NQcwgZbgLj4/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     42.17998 ]
   [  0.         0.         0.       ...   0.         0.
     59.220108]]

  [[  0.         0.         0.       ...   0.         0.
     72.56719 ]
   [  0.         0.         0.       ...   0.         0.
     98.63628 ]
   [  0.         0.         0.       ...   0.         0.
    108.05412 ]]]]"
265,HC0GGkNZPgs,https://i.ytimg.com/vi/HC0GGkNZPgs/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
266,hCSlGx7RVec,https://i.ytimg.com/vi/hCSlGx7RVec/default.jpg,"[[[[ 0.          0.          0.         ...  0.          0.
     0.        ]
   [ 0.          0.          0.         ...  0.          0.
     0.        ]
   [ 0.          0.          0.         ...  0.          0.
     0.        ]]

  [[ 0.15678169  0.          0.         ...  0.          0.
     0.        ]
   [ 0.         51.596584    0.         ...  0.          0.
    19.133707  ]
   [ 0.          3.6517565   0.         ...  0.          0.
    88.169785  ]]]]"
267,Sbo88CDLgTM,https://i.ytimg.com/vi/Sbo88CDLgTM/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       41.881733]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
268,F3LtBdw__fI,https://i.ytimg.com/vi/F3LtBdw__fI/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.        ...   0.          0.
      0.9115374]
   [  0.          0.          0.        ...   0.          0.
    103.41163  ]]

  [[  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.        ...   0.          0.
     16.648733 ]
   [  0.          0.          0.        ...   0.          0.
    126.5725   ]]]]"
269,iBuLuXZYrnU,https://i.ytimg.com/vi/iBuLuXZYrnU/default.jpg,"[[[[ 0.          0.          0.         ...  0.          9.507664
     0.        ]
   [ 0.          0.          0.         ...  0.         11.652004
     0.19975552]
   [ 0.          0.          0.         ...  0.          0.
     8.047146  ]]

  [[ 0.          0.          0.         ...  0.          0.
     0.        ]
   [ 0.          0.          0.         ...  0.          6.499796
     0.        ]
   [ 0.          0.          0.         ...  0.          0.
    37.966156  ]]]]"
270,L2rWFAanswg,https://i.ytimg.com/vi/L2rWFAanswg/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       27.433496]
   [ 0.        0.        0.       ...  0.        0.       38.380756]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       32.458195]
   [ 0.        0.        0.       ...  0.        0.       49.798237]]]]"
271,D_YkN83BkwY,https://i.ytimg.com/vi/D_YkN83BkwY/default.jpg,"[[[[ 0.         0.         0.        ...  0.        21.558092
     0.       ]
   [ 0.         0.         0.        ...  0.        18.742739
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[ 0.         0.         0.        ...  6.757556   0.
     0.       ]
   [ 0.         0.         0.        ...  0.         4.269836
     0.       ]
   [ 0.         0.         0.        ...  1.9058497  0.
     0.       ]]]]"
272,Hzb2v1ewSe0,https://i.ytimg.com/vi/Hzb2v1ewSe0/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
     14.207669]
   [  0.         0.         0.       ...   0.         0.
     18.47753 ]
   [  0.         0.         0.       ...   0.         0.
      0.      ]]

  [[  0.         0.         0.       ...   0.         0.
    137.69403 ]
   [  0.         0.         0.       ...   0.         0.
    106.80223 ]
   [  0.         0.         0.       ...   0.         0.
      0.      ]]]]"
273,XpPZzpG2Tok,https://i.ytimg.com/vi/XpPZzpG2Tok/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
     95.619774]
   [  0.         0.         0.       ...   0.         0.
     77.48009 ]
   [  0.         0.         0.       ...   0.         0.
      0.      ]]

  [[  0.         0.         0.       ...   0.         0.
    106.132095]
   [  0.         0.         0.       ...   0.         0.
     92.50449 ]
   [  0.        13.179392   0.       ...   0.         0.
      0.      ]]]]"
274,dhl1qpO58wc,https://i.ytimg.com/vi/dhl1qpO58wc/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
275,YR7MPMZjltQ,https://i.ytimg.com/vi/YR7MPMZjltQ/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  2.079689  0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       29.508709]]]]"
276,Lh1Tz3zwhFU,https://i.ytimg.com/vi/Lh1Tz3zwhFU/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[12.994279   0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    26.40061  ]
   [ 0.         0.         0.        ...  0.         0.
     5.9532275]]]]"
277,jvcfj0x2pJA,https://i.ytimg.com/vi/jvcfj0x2pJA/default.jpg,"[[[[  0.           9.775413     0.         ...   0.
      0.           0.        ]
   [  0.          20.017076     0.         ...   0.
      0.           0.        ]
   [  0.           0.18360692   0.         ...   0.
      0.           0.        ]]

  [[  0.         101.01471      0.         ...   0.
      0.           0.        ]
   [  8.262533   123.482605    34.70958    ...  20.07792
      0.           0.        ]
   [  0.          93.82562      0.60929865 ...  29.99728
      0.           0.        ]]]]"
278,GUE9EDXgLg8,https://i.ytimg.com/vi/GUE9EDXgLg8/default.jpg,"[[[[ 0.         0.         0.        ...  0.         8.015185
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         1.729003
     0.       ]]

  [[ 0.         1.7378135  0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    26.978094 ]]]]"
279,lyAJCTK1EU8,https://i.ytimg.com/vi/lyAJCTK1EU8/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
280,3s2qAFfpJf4,https://i.ytimg.com/vi/3s2qAFfpJf4/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     17.586138]
   [  0.         0.         0.       ...   0.         0.
     27.188473]]

  [[  2.18907    0.         0.       ...   0.         0.
     50.61385 ]
   [  0.         0.         0.       ...   0.         0.
    100.8363  ]
   [  0.         0.         0.       ...   0.         0.
    132.37138 ]]]]"
281,WlgKO-HXecw,https://i.ytimg.com/vi/WlgKO-HXecw/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
    107.469635]
   [  0.         0.         0.       ...   0.         0.
    153.48558 ]
   [  0.         0.         0.       ...   0.         0.
    116.378456]]

  [[  0.         0.         0.       ...   0.         0.
    142.96677 ]
   [  0.         0.         0.       ...   0.         0.
    174.87886 ]
   [  0.         0.         0.       ...   0.         0.
    118.85828 ]]]]"
